0,1
3,-22
9,-24
9,-23
13,-23
12,-21
13,-19
17,-25
16,-24
18,-23
17,-24
14,-16
20,-25
14,-24
18,-21
16,-22
14,-21
21,-23
18,-19
14,-21
19,-25
19,-25
14,-21
16,-20
19,-17
17,-22
17,-23
17,-27
15,-24
